date,crop,market,state,city,price_per_kg,quantity_traded,quality_grade
2022-01-10,Potato,Azadpur Mandi,Delhi,Delhi,21.13,10697,C
2022-01-10,Potato,Vashi Market,Maharashtra,Mumbai,18.99,2177,A
2022-01-10,Potato,Yeshwanthpur,Karnataka,Bangalore,20.03,2522,B
2022-01-10,Potato,Ludhiana Mandi,Punjab,Ludhiana,16.46,4950,B
2022-01-10,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,20.41,5936,A
2022-01-10,Wheat,Azadpur Mandi,Delhi,Delhi,22.32,4258,A
2022-01-10,Wheat,Vashi Market,Maharashtra,Mumbai,19.55,3318,C
2022-01-10,Wheat,Yeshwanthpur,Karnataka,Bangalore,21.42,4486,A
2022-01-10,Wheat,Ludhiana Mandi,Punjab,Ludhiana,21.74,8512,A
2022-01-10,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,21.25,9469,B
2022-01-10,Rice,Azadpur Mandi,Delhi,Delhi,30.73,11482,C
2022-01-10,Rice,Vashi Market,Maharashtra,Mumbai,26.90,11126,B
2022-01-10,Rice,Yeshwanthpur,Karnataka,Bangalore,27.83,11143,C
2022-01-10,Rice,Ludhiana Mandi,Punjab,Ludhiana,28.38,2630,B
2022-01-10,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,30.21,8222,C
2022-01-10,Cotton,Azadpur Mandi,Delhi,Delhi,54.13,6572,B
2022-01-10,Cotton,Vashi Market,Maharashtra,Mumbai,58.44,9519,C
2022-01-10,Cotton,Yeshwanthpur,Karnataka,Bangalore,53.14,6094,C
2022-01-10,Cotton,Ludhiana Mandi,Punjab,Ludhiana,58.65,4422,C
2022-01-10,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,57.86,4690,A
2022-01-10,Soybean,Azadpur Mandi,Delhi,Delhi,40.15,4532,A
2022-01-10,Soybean,Vashi Market,Maharashtra,Mumbai,40.45,2878,A
2022-01-10,Soybean,Yeshwanthpur,Karnataka,Bangalore,43.88,10031,A
2022-01-10,Soybean,Ludhiana Mandi,Punjab,Ludhiana,42.75,10839,A
2022-01-10,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,40.89,4486,C
2022-01-11,Tomato,Azadpur Mandi,Delhi,Delhi,28.49,7402,A
2022-01-11,Tomato,Vashi Market,Maharashtra,Mumbai,26.82,5162,A
2022-01-11,Tomato,Yeshwanthpur,Karnataka,Bangalore,23.37,5095,C
2022-01-11,Tomato,Ludhiana Mandi,Punjab,Ludhiana,26.69,10365,C
2022-01-11,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,25.61,11961,B
2022-01-11,Onion,Azadpur Mandi,Delhi,Delhi,30.15,4228,B
2022-01-11,Onion,Vashi Market,Maharashtra,Mumbai,35.58,8919,B
2022-01-11,Onion,Yeshwanthpur,Karnataka,Bangalore,33.75,4325,A
2022-01-11,Onion,Ludhiana Mandi,Punjab,Ludhiana,30.25,5533,A
2022-01-11,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,33.27,10726,B
2022-01-11,Potato,Azadpur Mandi,Delhi,Delhi,20.15,4382,C
2022-01-11,Potato,Vashi Market,Maharashtra,Mumbai,19.60,2351,A
2022-01-11,Potato,Yeshwanthpur,Karnataka,Bangalore,21.37,5843,C
2022-01-11,Potato,Ludhiana Mandi,Punjab,Ludhiana,17.24,6983,C
2022-01-11,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,16.17,11475,B
2022-01-11,Wheat,Azadpur Mandi,Delhi,Delhi,23.58,9179,A
2022-01-11,Wheat,Vashi Market,Maharashtra,Mumbai,21.51,5885,A
2022-01-11,Wheat,Yeshwanthpur,Karnataka,Bangalore,23.02,2909,C
2022-01-11,Wheat,Ludhiana Mandi,Punjab,Ludhiana,22.76,10050,B
2022-01-11,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,19.03,7473,A
2022-01-11,Rice,Azadpur Mandi,Delhi,Delhi,26.46,7669,B
2022-01-11,Rice,Vashi Market,Maharashtra,Mumbai,31.06,4817,B
2022-01-11,Rice,Yeshwanthpur,Karnataka,Bangalore,31.35,3614,C
2022-01-11,Rice,Ludhiana Mandi,Punjab,Ludhiana,30.35,5996,A
2022-01-11,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,30.90,11637,B
2022-01-11,Cotton,Azadpur Mandi,Delhi,Delhi,54.86,3588,B
2022-01-11,Cotton,Vashi Market,Maharashtra,Mumbai,54.13,6890,A
2022-01-11,Cotton,Yeshwanthpur,Karnataka,Bangalore,54.93,10711,C
2022-01-11,Cotton,Ludhiana Mandi,Punjab,Ludhiana,54.28,3054,A
2022-01-11,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,57.52,2314,A
2022-01-11,Soybean,Azadpur Mandi,Delhi,Delhi,44.59,5857,A
2022-01-11,Soybean,Vashi Market,Maharashtra,Mumbai,41.91,2393,A
2022-01-11,Soybean,Yeshwanthpur,Karnataka,Bangalore,45.40,11350,B
2022-01-11,Soybean,Ludhiana Mandi,Punjab,Ludhiana,43.90,3354,A
2022-01-11,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,43.02,9731,C
2022-01-12,Tomato,Azadpur Mandi,Delhi,Delhi,26.27,3589,C
2022-01-12,Tomato,Vashi Market,Maharashtra,Mumbai,25.59,11146,B
2022-01-12,Tomato,Yeshwanthpur,Karnataka,Bangalore,27.81,2850,B
2022-01-12,Tomato,Ludhiana Mandi,Punjab,Ludhiana,25.78,3677,C
2022-01-12,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,27.93,10733,C
2022-01-12,Onion,Azadpur Mandi,Delhi,Delhi,31.50,3651,B
2022-01-12,Onion,Vashi Market,Maharashtra,Mumbai,31.02,11716,B
2022-01-12,Onion,Yeshwanthpur,Karnataka,Bangalore,34.29,2281,B
2022-01-12,Onion,Ludhiana Mandi,Punjab,Ludhiana,33.88,4820,B
2022-01-12,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,34.27,3959,A
2022-01-12,Potato,Azadpur Mandi,Delhi,Delhi,18.52,10684,B
2022-01-12,Potato,Vashi Market,Maharashtra,Mumbai,20.52,4559,A
2022-01-12,Potato,Yeshwanthpur,Karnataka,Bangalore,17.25,3425,C
2022-01-12,Potato,Ludhiana Mandi,Punjab,Ludhiana,16.14,9247,A
2022-01-12,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,16.67,2621,B
2022-01-12,Wheat,Azadpur Mandi,Delhi,Delhi,21.34,3342,B
2022-01-12,Wheat,Vashi Market,Maharashtra,Mumbai,21.39,9437,B
2022-01-12,Wheat,Yeshwanthpur,Karnataka,Bangalore,23.54,7412,A
2022-01-12,Wheat,Ludhiana Mandi,Punjab,Ludhiana,23.87,9514,B
2022-01-12,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,19.23,2952,B
2022-01-12,Rice,Azadpur Mandi,Delhi,Delhi,29.91,10910,C
2022-01-12,Rice,Vashi Market,Maharashtra,Mumbai,27.67,8121,C
2022-01-12,Rice,Yeshwanthpur,Karnataka,Bangalore,29.40,7244,A
2022-01-12,Rice,Ludhiana Mandi,Punjab,Ludhiana,28.81,10694,A
2022-01-12,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,26.34,3534,A
2022-01-12,Cotton,Azadpur Mandi,Delhi,Delhi,55.13,6881,B
2022-01-12,Cotton,Vashi Market,Maharashtra,Mumbai,54.90,5733,A
2022-01-12,Cotton,Yeshwanthpur,Karnataka,Bangalore,59.04,11244,B
2022-01-12,Cotton,Ludhiana Mandi,Punjab,Ludhiana,57.04,9978,A
2022-01-12,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,54.34,8345,B
2022-01-12,Soybean,Azadpur Mandi,Delhi,Delhi,43.61,10909,B
2022-01-12,Soybean,Vashi Market,Maharashtra,Mumbai,44.18,9660,C
2022-01-12,Soybean,Yeshwanthpur,Karnataka,Bangalore,42.36,6766,A
2022-01-12,Soybean,Ludhiana Mandi,Punjab,Ludhiana,41.54,2162,B
2022-01-12,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,41.80,7936,C
2022-01-13,Tomato,Azadpur Mandi,Delhi,Delhi,28.47,7973,C
2022-01-13,Tomato,Vashi Market,Maharashtra,Mumbai,25.28,10619,C
2022-01-13,Tomato,Yeshwanthpur,Karnataka,Bangalore,27.10,11018,C
2022-01-13,Tomato,Ludhiana Mandi,Punjab,Ludhiana,28.29,2228,A
2022-01-13,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,25.18,11833,A
2022-01-13,Onion,Azadpur Mandi,Delhi,Delhi,32.00,7938,B
2022-01-13,Onion,Vashi Market,Maharashtra,Mumbai,32.26,9286,B
2022-01-13,Onion,Yeshwanthpur,Karnataka,Bangalore,31.43,7308,A
2022-01-13,Onion,Ludhiana Mandi,Punjab,Ludhiana,34.04,9571,C
2022-01-13,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,33.86,10174,A
2022-01-13,Potato,Azadpur Mandi,Delhi,Delhi,17.21,11743,C
2022-01-13,Potato,Vashi Market,Maharashtra,Mumbai,19.18,5232,B
2022-01-13,Potato,Yeshwanthpur,Karnataka,Bangalore,19.56,7442,A
2022-01-13,Potato,Ludhiana Mandi,Punjab,Ludhiana,16.18,6757,C
2022-01-13,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,18.63,9365,B
2022-01-13,Wheat,Azadpur Mandi,Delhi,Delhi,20.53,5198,B
2022-01-13,Wheat,Vashi Market,Maharashtra,Mumbai,19.40,6035,C
2022-01-13,Wheat,Yeshwanthpur,Karnataka,Bangalore,20.07,4723,B
2022-01-13,Wheat,Ludhiana Mandi,Punjab,Ludhiana,22.39,2950,C
2022-01-13,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,23.91,9849,C
2022-01-13,Rice,Azadpur Mandi,Delhi,Delhi,28.16,11136,B
2022-01-13,Rice,Vashi Market,Maharashtra,Mumbai,30.94,3835,B
2022-01-13,Rice,Yeshwanthpur,Karnataka,Bangalore,29.67,9520,A
2022-01-13,Rice,Ludhiana Mandi,Punjab,Ludhiana,29.76,7903,B
2022-01-13,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,27.45,5655,C
2022-01-13,Cotton,Azadpur Mandi,Delhi,Delhi,57.74,3854,B
2022-01-13,Cotton,Vashi Market,Maharashtra,Mumbai,56.85,6011,C
2022-01-13,Cotton,Yeshwanthpur,Karnataka,Bangalore,54.58,2568,B
2022-01-13,Cotton,Ludhiana Mandi,Punjab,Ludhiana,58.66,11701,A
2022-01-13,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,54.85,5177,B
2022-01-13,Soybean,Azadpur Mandi,Delhi,Delhi,41.17,7859,C
2022-01-13,Soybean,Vashi Market,Maharashtra,Mumbai,42.19,8463,C
2022-01-13,Soybean,Yeshwanthpur,Karnataka,Bangalore,42.04,7179,A
2022-01-13,Soybean,Ludhiana Mandi,Punjab,Ludhiana,42.15,3376,A
2022-01-13,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,42.68,2644,B
2022-01-14,Tomato,Azadpur Mandi,Delhi,Delhi,26.81,4101,C
2022-01-14,Tomato,Vashi Market,Maharashtra,Mumbai,27.21,10471,C
2022-01-14,Tomato,Yeshwanthpur,Karnataka,Bangalore,29.08,5579,A
2022-01-14,Tomato,Ludhiana Mandi,Punjab,Ludhiana,28.10,3259,C
2022-01-14,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,23.82,9733,B
2022-01-14,Onion,Azadpur Mandi,Delhi,Delhi,33.37,6339,B
2022-01-14,Onion,Vashi Market,Maharashtra,Mumbai,35.66,2890,A
2022-01-14,Onion,Yeshwanthpur,Karnataka,Bangalore,34.37,4227,A
2022-01-14,Onion,Ludhiana Mandi,Punjab,Ludhiana,32.74,3894,A
2022-01-14,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,34.69,11149,A
2022-01-14,Potato,Azadpur Mandi,Delhi,Delhi,21.29,8715,A
2022-01-14,Potato,Vashi Market,Maharashtra,Mumbai,19.79,9994,B
2022-01-14,Potato,Yeshwanthpur,Karnataka,Bangalore,21.78,6868,B
2022-01-14,Potato,Ludhiana Mandi,Punjab,Ludhiana,21.12,11089,A
2022-01-14,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,21.88,2956,B
2022-01-14,Wheat,Azadpur Mandi,Delhi,Delhi,25.01,3639,C
2022-01-14,Wheat,Vashi Market,Maharashtra,Mumbai,24.13,5335,B
2022-01-14,Wheat,Yeshwanthpur,Karnataka,Bangalore,19.97,9021,A
2022-01-14,Wheat,Ludhiana Mandi,Punjab,Ludhiana,20.47,10156,A
2022-01-14,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,21.77,3065,A
2022-01-14,Rice,Azadpur Mandi,Delhi,Delhi,29.50,5869,B
2022-01-14,Rice,Vashi Market,Maharashtra,Mumbai,27.53,8533,B
2022-01-14,Rice,Yeshwanthpur,Karnataka,Bangalore,30.08,11838,A
2022-01-14,Rice,Ludhiana Mandi,Punjab,Ludhiana,31.35,4872,B
2022-01-14,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,29.60,6840,C
2022-01-14,Cotton,Azadpur Mandi,Delhi,Delhi,58.96,4724,A
2022-01-14,Cotton,Vashi Market,Maharashtra,Mumbai,55.62,3594,B
2022-01-14,Cotton,Yeshwanthpur,Karnataka,Bangalore,57.79,6060,B
2022-01-14,Cotton,Ludhiana Mandi,Punjab,Ludhiana,54.38,6766,B
2022-01-14,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,53.82,3133,A
2022-01-14,Soybean,Azadpur Mandi,Delhi,Delhi,45.45,5571,A
2022-01-14,Soybean,Vashi Market,Maharashtra,Mumbai,41.58,5209,A
2022-01-14,Soybean,Yeshwanthpur,Karnataka,Bangalore,41.10,9797,B
2022-01-14,Soybean,Ludhiana Mandi,Punjab,Ludhiana,40.75,11846,C
2022-01-14,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,46.16,7771,B
2022-01-15,Tomato,Azadpur Mandi,Delhi,Delhi,23.69,8460,A
2022-01-15,Tomato,Vashi Market,Maharashtra,Mumbai,29.24,2157,A
2022-01-15,Tomato,Yeshwanthpur,Karnataka,Bangalore,28.30,2702,C
2022-01-15,Tomato,Ludhiana Mandi,Punjab,Ludhiana,26.35,8555,C
2022-01-15,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,26.11,6119,A
2022-01-15,Onion,Azadpur Mandi,Delhi,Delhi,35.71,9848,B
2022-01-15,Onion,Vashi Market,Maharashtra,Mumbai,33.58,9716,B
2022-01-15,Onion,Yeshwanthpur,Karnataka,Bangalore,35.25,5717,C
2022-01-15,Onion,Ludhiana Mandi,Punjab,Ludhiana,33.53,4881,B
2022-01-15,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,30.71,3758,C
2022-01-15,Potato,Azadpur Mandi,Delhi,Delhi,17.75,9106,B
2022-01-15,Potato,Vashi Market,Maharashtra,Mumbai,18.62,9122,C
2022-01-15,Potato,Yeshwanthpur,Karnataka,Bangalore,21.40,8315,C
2022-01-15,Potato,Ludhiana Mandi,Punjab,Ludhiana,18.92,10445,A
2022-01-15,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,21.35,7630,B
2022-01-15,Wheat,Azadpur Mandi,Delhi,Delhi,20.10,4659,B
2022-01-15,Wheat,Vashi Market,Maharashtra,Mumbai,20.95,3516,B
2022-01-15,Wheat,Yeshwanthpur,Karnataka,Bangalore,21.36,5025,A
2022-01-15,Wheat,Ludhiana Mandi,Punjab,Ludhiana,23.37,3087,C
2022-01-15,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,23.88,8371,A
2022-01-15,Rice,Azadpur Mandi,Delhi,Delhi,30.80,10910,B
2022-01-15,Rice,Vashi Market,Maharashtra,Mumbai,30.54,6668,C
2022-01-15,Rice,Yeshwanthpur,Karnataka,Bangalore,30.65,4016,A
2022-01-15,Rice,Ludhiana Mandi,Punjab,Ludhiana,31.75,5563,C
2022-01-15,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,28.59,5802,C
2022-01-15,Cotton,Azadpur Mandi,Delhi,Delhi,57.31,11594,C
2022-01-15,Cotton,Vashi Market,Maharashtra,Mumbai,55.31,10067,B
2022-01-15,Cotton,Yeshwanthpur,Karnataka,Bangalore,58.55,11460,B
2022-01-15,Cotton,Ludhiana Mandi,Punjab,Ludhiana,55.16,11121,B
2022-01-15,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,55.13,9783,B
2022-01-15,Soybean,Azadpur Mandi,Delhi,Delhi,44.64,8251,B
2022-01-15,Soybean,Vashi Market,Maharashtra,Mumbai,43.24,4983,B
2022-01-15,Soybean,Yeshwanthpur,Karnataka,Bangalore,46.10,2861,B
2022-01-15,Soybean,Ludhiana Mandi,Punjab,Ludhiana,43.53,6345,B
2022-01-15,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,42.83,11797,B
2022-01-16,Tomato,Azadpur Mandi,Delhi,Delhi,24.17,3072,C
2022-01-16,Tomato,Vashi Market,Maharashtra,Mumbai,25.03,7510,B
2022-01-16,Tomato,Yeshwanthpur,Karnataka,Bangalore,23.92,5128,B
2022-01-16,Tomato,Ludhiana Mandi,Punjab,Ludhiana,26.74,9367,A
2022-01-16,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,28.53,5893,C
2022-01-16,Onion,Azadpur Mandi,Delhi,Delhi,30.76,9942,A
2022-01-16,Onion,Vashi Market,Maharashtra,Mumbai,32.57,5361,C
2022-01-16,Onion,Yeshwanthpur,Karnataka,Bangalore,32.15,4262,A
2022-01-16,Onion,Ludhiana Mandi,Punjab,Ludhiana,31.14,2040,B
2022-01-16,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,32.62,10071,A
2022-01-16,Potato,Azadpur Mandi,Delhi,Delhi,18.33,3123,B
2022-01-16,Potato,Vashi Market,Maharashtra,Mumbai,16.75,3277,C
2022-01-16,Potato,Yeshwanthpur,Karnataka,Bangalore,22.40,3326,B
2022-01-16,Potato,Ludhiana Mandi,Punjab,Ludhiana,19.49,9408,B
2022-01-16,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,18.19,4822,B
2022-01-16,Wheat,Azadpur Mandi,Delhi,Delhi,20.25,4500,A
2022-01-16,Wheat,Vashi Market,Maharashtra,Mumbai,24.06,11696,A
2022-01-16,Wheat,Yeshwanthpur,Karnataka,Bangalore,25.32,3001,A
2022-01-16,Wheat,Ludhiana Mandi,Punjab,Ludhiana,21.64,7565,B
2022-01-16,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,21.50,5394,C
2022-01-16,Rice,Azadpur Mandi,Delhi,Delhi,27.97,8383,C
2022-01-16,Rice,Vashi Market,Maharashtra,Mumbai,29.39,4102,B
2022-01-16,Rice,Yeshwanthpur,Karnataka,Bangalore,31.86,11331,B
2022-01-16,Rice,Ludhiana Mandi,Punjab,Ludhiana,30.63,5695,B
2022-01-16,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,31.03,7110,A
2022-01-16,Cotton,Azadpur Mandi,Delhi,Delhi,53.79,11094,C
2022-01-16,Cotton,Vashi Market,Maharashtra,Mumbai,55.68,4182,C
2022-01-16,Cotton,Yeshwanthpur,Karnataka,Bangalore,58.06,5839,B
2022-01-16,Cotton,Ludhiana Mandi,Punjab,Ludhiana,53.81,8105,A
2022-01-16,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,54.37,9226,B
2022-01-16,Soybean,Azadpur Mandi,Delhi,Delhi,44.97,7584,B
2022-01-16,Soybean,Vashi Market,Maharashtra,Mumbai,43.06,2408,C
2022-01-16,Soybean,Yeshwanthpur,Karnataka,Bangalore,42.63,7048,B
2022-01-16,Soybean,Ludhiana Mandi,Punjab,Ludhiana,45.26,2806,C
2022-01-16,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,45.82,10435,B
2022-01-17,Tomato,Azadpur Mandi,Delhi,Delhi,27.85,8703,B
2022-01-17,Tomato,Vashi Market,Maharashtra,Mumbai,26.09,9795,B
2022-01-17,Tomato,Yeshwanthpur,Karnataka,Bangalore,24.63,9627,B
2022-01-17,Tomato,Ludhiana Mandi,Punjab,Ludhiana,24.71,11514,B
2022-01-17,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,24.06,10040,A
2022-01-17,Onion,Azadpur Mandi,Delhi,Delhi,34.03,2904,B
2022-01-17,Onion,Vashi Market,Maharashtra,Mumbai,30.83,8951,A
2022-01-17,Onion,Yeshwanthpur,Karnataka,Bangalore,31.54,5023,B
2022-01-17,Onion,Ludhiana Mandi,Punjab,Ludhiana,35.73,8371,C
2022-01-17,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,31.39,2204,B
2022-01-17,Potato,Azadpur Mandi,Delhi,Delhi,16.83,5908,B
2022-01-17,Potato,Vashi Market,Maharashtra,Mumbai,19.42,6403,B
2022-01-17,Potato,Yeshwanthpur,Karnataka,Bangalore,18.04,9936,B
2022-01-17,Potato,Ludhiana Mandi,Punjab,Ludhiana,22.26,9043,C
2022-01-17,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,19.08,3466,B
2022-01-17,Wheat,Azadpur Mandi,Delhi,Delhi,22.46,10109,C
2022-01-17,Wheat,Vashi Market,Maharashtra,Mumbai,20.61,11679,A
2022-01-17,Wheat,Yeshwanthpur,Karnataka,Bangalore,23.84,4283,C
2022-01-17,Wheat,Ludhiana Mandi,Punjab,Ludhiana,19.66,11953,C
2022-01-17,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,20.59,8081,A
2022-01-17,Rice,Azadpur Mandi,Delhi,Delhi,28.34,8877,A
2022-01-17,Rice,Vashi Market,Maharashtra,Mumbai,28.68,3568,B
2022-01-17,Rice,Yeshwanthpur,Karnataka,Bangalore,28.31,6026,A
2022-01-17,Rice,Ludhiana Mandi,Punjab,Ludhiana,30.35,4538,C
2022-01-17,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,30.74,5872,C
2022-01-17,Cotton,Azadpur Mandi,Delhi,Delhi,55.07,10878,A
2022-01-17,Cotton,Vashi Market,Maharashtra,Mumbai,59.17,8087,A
2022-01-17,Cotton,Yeshwanthpur,Karnataka,Bangalore,58.18,3281,B
2022-01-17,Cotton,Ludhiana Mandi,Punjab,Ludhiana,58.90,11982,C
2022-01-17,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,54.14,6053,A
2022-01-17,Soybean,Azadpur Mandi,Delhi,Delhi,42.54,5213,B
2022-01-17,Soybean,Vashi Market,Maharashtra,Mumbai,42.23,6397,A
2022-01-17,Soybean,Yeshwanthpur,Karnataka,Bangalore,40.55,4477,A
2022-01-17,Soybean,Ludhiana Mandi,Punjab,Ludhiana,41.72,4061,A
2022-01-17,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,43.30,7584,A
2022-01-18,Tomato,Azadpur Mandi,Delhi,Delhi,27.09,3755,B
2022-01-18,Tomato,Vashi Market,Maharashtra,Mumbai,26.75,9548,A
2022-01-18,Tomato,Yeshwanthpur,Karnataka,Bangalore,23.73,10734,B
2022-01-18,Tomato,Ludhiana Mandi,Punjab,Ludhiana,28.59,3517,A
2022-01-18,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,26.98,10061,B
2022-01-18,Onion,Azadpur Mandi,Delhi,Delhi,31.32,8527,A
2022-01-18,Onion,Vashi Market,Maharashtra,Mumbai,33.02,10231,A
2022-01-18,Onion,Yeshwanthpur,Karnataka,Bangalore,33.45,3985,B
2022-01-18,Onion,Ludhiana Mandi,Punjab,Ludhiana,32.41,10327,C
2022-01-18,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,36.53,3200,B
2022-01-18,Potato,Azadpur Mandi,Delhi,Delhi,22.18,10977,A
2022-01-18,Potato,Vashi Market,Maharashtra,Mumbai,19.28,7396,C
2022-01-18,Potato,Yeshwanthpur,Karnataka,Bangalore,19.38,8783,A
2022-01-18,Potato,Ludhiana Mandi,Punjab,Ludhiana,20.38,5000,C
2022-01-18,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,20.08,8647,C
2022-01-18,Wheat,Azadpur Mandi,Delhi,Delhi,21.20,6943,B
2022-01-18,Wheat,Vashi Market,Maharashtra,Mumbai,24.04,9963,C
2022-01-18,Wheat,Yeshwanthpur,Karnataka,Bangalore,24.59,6156,A
2022-01-18,Wheat,Ludhiana Mandi,Punjab,Ludhiana,23.22,6716,B
2022-01-18,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,20.54,8870,C
2022-01-18,Rice,Azadpur Mandi,Delhi,Delhi,28.34,4614,A
2022-01-18,Rice,Vashi Market,Maharashtra,Mumbai,29.19,5426,C
2022-01-18,Rice,Yeshwanthpur,Karnataka,Bangalore,31.67,7278,C
2022-01-18,Rice,Ludhiana Mandi,Punjab,Ludhiana,27.73,6032,B
2022-01-18,Rice,Lucknow Mandi,Uttar Pradesh,Lucknow,30.78,9182,C
2022-01-18,Cotton,Azadpur Mandi,Delhi,Delhi,57.54,4782,B
2022-01-18,Cotton,Vashi Market,Maharashtra,Mumbai,55.04,11596,C
2022-01-18,Cotton,Yeshwanthpur,Karnataka,Bangalore,58.30,11039,A
2022-01-18,Cotton,Ludhiana Mandi,Punjab,Ludhiana,58.58,8466,C
2022-01-18,Cotton,Lucknow Mandi,Uttar Pradesh,Lucknow,56.99,4668,C
2022-01-18,Soybean,Azadpur Mandi,Delhi,Delhi,45.63,10573,C
2022-01-18,Soybean,Vashi Market,Maharashtra,Mumbai,40.87,2215,C
2022-01-18,Soybean,Yeshwanthpur,Karnataka,Bangalore,40.82,5478,C
2022-01-18,Soybean,Ludhiana Mandi,Punjab,Ludhiana,41.58,3391,A
2022-01-18,Soybean,Lucknow Mandi,Uttar Pradesh,Lucknow,45.41,9039,B
2022-01-19,Tomato,Azadpur Mandi,Delhi,Delhi,28.34,10504,A
2022-01-19,Tomato,Vashi Market,Maharashtra,Mumbai,25.39,7342,C
2022-01-19,Tomato,Yeshwanthpur,Karnataka,Bangalore,25.68,9327,A
2022-01-19,Tomato,Ludhiana Mandi,Punjab,Ludhiana,25.43,3638,C
2022-01-19,Tomato,Lucknow Mandi,Uttar Pradesh,Lucknow,26.44,2081,A
2022-01-19,Onion,Azadpur Mandi,Delhi,Delhi,34.10,7733,B
2022-01-19,Onion,Vashi Market,Maharashtra,Mumbai,34.05,3150,B
2022-01-19,Onion,Yeshwanthpur,Karnataka,Bangalore,33.89,4684,C
2022-01-19,Onion,Ludhiana Mandi,Punjab,Ludhiana,35.93,6363,A
2022-01-19,Onion,Lucknow Mandi,Uttar Pradesh,Lucknow,31.21,10995,C
2022-01-19,Potato,Azadpur Mandi,Delhi,Delhi,20.11,2656,C
2022-01-19,Potato,Vashi Market,Maharashtra,Mumbai,18.51,9269,C
2022-01-19,Potato,Yeshwanthpur,Karnataka,Bangalore,20.70,9548,C
2022-01-19,Potato,Ludhiana Mandi,Punjab,Ludhiana,17.11,9407,C
2022-01-19,Potato,Lucknow Mandi,Uttar Pradesh,Lucknow,19.31,6496,C
2022-01-19,Wheat,Azadpur Mandi,Delhi,Delhi,25.54,11126,B
2022-01-19,Wheat,Vashi Market,Maharashtra,Mumbai,25.15,5007,C
2022-01-19,Wheat,Yeshwanthpur,Karnataka,Bangalore,22.78,2702,C
2022-01-19,Wheat,Ludhiana Mandi,Punjab,Ludhiana,19.80,7142,B
2022-01-19,Wheat,Lucknow Mandi,Uttar Pradesh,Lucknow,21.64,8072,C
2022-01-19,Rice,Azadpur Mandi,Delhi,Delhi,30.53,8046,B
